,song_title,lyrics
61,afire love,things were all good yesterday and then the devil took your memory and if you fell to your death today i hope that heaven is your resting place i heard the doctors put your chest in pain but then that couldve been the medicine and now youre lying in the bed again either way ill cry with the rest of them and my father told me son its not his fault he doesnt know your face and youre not the only one although my grandma used to say that he used to sing darling hold me in your arms the way you did last night and well lie inside for a little while here oh i could look into your eyes until the sun comes up and were wrapped in light and life and love put your open lips on mine and slowly let them shut for theyre designed to be together oh with your body next to mine our hearts will beat as one and were set alight were afire love oh love and things were all good yesterday but then the devil took your breath away and now were left here in the pain black suit black tie standing in the rain and now my family is one again stapled together with the strangers and a friend came to my mind i should paint it with a pen six years old i remember when and my father told me son its not his fault he doesnt know your face and youre not the only one although my grandma used to say that he used to sing darling hold me in your arms the way you did last night and well lie inside for a little while here oh i could look into your eyes until the sun comes up and were wrapped in light and life and love put your open lips on mine and slowly let them shut for theyre designed to be together oh with your body next to mine our hearts will beat as one and were set alight were afire love oh love and my father and all of my family rise from their seats to sing hallelujah and my brother and all of my family rise from their seats to sing hallelujah and my brother and all of my family rise from their seats to sing hallelujah and my father and all of my family rise from their seats to sing hallelujah
62,tenerife sea,you look so wonderful in your dress i love your hair like that the way it falls on the side of your neck down your shoulders and back we are surrounded by all of these lies and people that talk too much you got the kind of look in your eyes as if no one knows anything but us should this be the last thing i see i want you to know it s enough for me cause all that you are is all that i ll ever need im so in love so in love so in love so in love you look so beautiful in this light your silhouette over me the way it brings out the blue in your eyes is the tenerife sea and all of the voices surrounding us here they just fade out when you take a breath just say the word and i will disappear into the wilderness should this be the last thing i see i want you to know it s enough for me cause all that you are is all that i ll ever need im so in love so in love so in love so in love lumiere darling lumiere over me lumiere darling lumiere over me lumiere darling lumiere over me should this be the last thing i see i want you to know it s enough for me cause all that you are is all that i ll ever need im so in love so in love so in love so in love you look so wonderful in your dress i love your hair like that and in a moment i knew you beth
63,runaway,ive known it for a long time daddy wakes up to a drink at nine disappearing all night i dont wanna know where hes been lying i know what i wanna do wanna runaway runaway with you gonna grab clothes six in the morning go how long you leaving well dad just dont expect me back this evening oh it could take a bit of time to heal this its been a long day thumb on side of the roadway but i love him from my skin to my bones but i dont wanna live in his home theres nothing to say cause he knows ill just runaway and be on my own ive never seen my dad cry cold as stone in the kitchen light ill tell you its about time but i was raised to keep quiet this is what im gonna do gonna runaway gonna make that move gonna grab clothes and when its morning go how long you leaving well dad just dont expect me back this evening oh it could take a bit of time to heal this its been a long day thumb on side of the roadway but i love him from my skin to my bones but i dont wanna live in his home theres nothing to say cause he knows ill just runaway and be on my own backpack and a flat cap turned to the back as i packed my clothes up my dad wasnt down with that plan to attack intends to show love i don t wanna live this way gonna take my things and go if things change in a matter of days i could be persuaded to hold on mama was the same none of us are saints i guess that god knows that i dont wanna runaway and one of these days i might just show that put my home in a suitcase tie both shoe laces and hope that things change but for now ill leave town with a backpack on my shoulder i love him from my skin to my bones but i dont wanna live in his home there s nothing to say cause he knows ill just runaway and be on my own
64,the man,now i dont wanna hate you just wish youd never gone for the man and waited two weeks at least before you let him take you i stayed true i kind of knew you liked the dude from private school hes waiting for the time to move i knew he had his eyes on you hes not the right guy for you dont hate me cause i write the truth no i would never lie to you but it was never fine to lose you and what a way to find out it never came from my mouth you never changed your mind but you were just afraid to mind out but it i wont be changing the subject i love it ill make your little secret public its nothing im just disgusted with the skeletons you sleep with in your closet to get back at me trapped and im lacking sleep fact is youre mad at me because i backtrack so casually youre practically my family if we married then ill guess youd have to be but tragically our love just lost the will to live but would i kill to give it one more shot i think not i dont love you baby i dont need you baby i dont want you no anymore i dont love you baby i dont need you baby i dont wanna love you no anymore recently i tend to zone out up in my headphones to holocene you promised your body but im away so much i stay more celibate than in a monastery im not cut out for life on the road cause i didnt know id miss you this much and at the time wed just go so sue me i guess im not the man that you need ever since you went to uni ive been sofa surfing with a rucksack full of less cash and i guess that could get bad but when i broke the industry thats when i broke your heart i was supposed to chart and celebrate but good things are over fast i know its hard to deal with and see this i tend to turn you off and switch on my professional features then i turn the music off and all im left with is to pick up my personal pieces jesus i never really want to believe this got advice from my dad and he told me that family is all ill ever have and need i guess im unaware of it success is nothing if you have no one there left to share it with i dont love you baby i dont need you baby i dont want you no anymore i dont love you baby i dont need you baby i dont wanna love you no anymore and since you left ive given up my days off its what i need to stay strong i know you have a day job but mine is 24 7 i feel like writing a book i guess i lied in the hook cause i still love you and i need you by my side if i could the irony is if my career in music didnt exist in 6 years yeah youd probably be my wife with a kid im frightened to think if i depend on cider and drink and lighting a spliff i fall into a spiral and its just hiding my misguiding thoughts that im trying to kill and id be writing my will before im 27 ill die from a thrill go down in history as just a wasted talent can i face the challenge or did i make a mistake erasing its only therapy my thoughts just get ahead of me eventually ill be fine i know that it was never meant to be either way i guess im not prepared but ill say this these things happen for a reason and you cant change take my apology im sorry for the honesty but i had to get this off my chest i dont love you baby i dont need you baby i dont want you no anymore i dont love you baby i dont need you baby i dont wanna love you no anymore
65,photograph,loving can hurt loving can hurt sometimes but its the only thing that i know when it gets hard you know it can get hard sometimes it is the only thing that makes us feel alive we keep this love in a photograph we made these memories for ourselves where our eyes are never closing our hearts were never broken and times forever frozen still so you can keep me inside the pocket of your ripped jeans holding me close until our eyes meet you wont ever be alone wait for me to come home loving can heal loving can mend your soul and its the only thing that i know know i swear it will get easier remember that with every piece of ya and its the only thing to take with us when we die we keep this love in a photograph we made these memories for ourselves where our eyes are never closing our hearts were never broken and times forever frozen still so you can keep me inside the pocket of your ripped jeans holding me close until our eyes meet you wont ever be alone and if you hurt me thats okay baby only words bleed inside these pages you just hold me and i wont ever let you go wait for me to come home wait for me to come home wait for me to come home wait for me to come home oh you can fit me inside the necklace you got when you were 16 next to your heartbeat where i should be keep it deep within your soul and if you hurt me thats okay baby only words bleed inside these pages you just hold me and i wont ever let you go when im away i will remember how you kissed me under the lamppost back on sixth street hearing you whisper through the phone wait for me to come home
66,thinking out loud,when your legs dont work like they used to before and i cant sweep you off of your feet will your mouth still remember the taste of my love will your eyes still smile from your cheeks and darling i will be loving you till were seventy and baby my heart could still fall as hard at twenty three and im thinking bout how people fall in love in mysterious ways maybe just the touch of a hand well me i fall in love with you every single day i just wanna tell you i am so honey now take me into your loving arms kiss me under the light of a thousand stars place your head on my beating heart im thinking out loud and maybe we found love right where we are when my hairs all but gone and my memory fades and the crowds dont remember my name when my hands dont play the strings the same way i know you will still love me the same cause honey your soul could never grow old its evergreen and baby your smiles forever in my mind and memory and im thinking bout how people fall in love in mysterious ways and maybe its all part of a plan well ill just keep on making the same mistakes hoping that youll understand that baby now take me into your loving arms kiss me under the light of a thousand stars place your head on my beating heart im thinking out loud and maybe we found love right where we are so baby now take me into your loving arms kiss me under the light of a thousand stars oh darling place your head on my beating heart im thinking out loud that maybe we found love right where we are oh baby we found love right where we are and we found love right where we are
67,dont,i met this girl late last year she said dont you worry if i disappear i told her im not really looking for another mistake i called an old friend thinking that the trouble would wait but then i jumped right in a week later returned i reckon she was only looking for a lover to burn but i gave her my time for two or three nights then i put it on pause until the moment was right i went away for months until our paths crossed again she told me i was never looking for a friend maybe you could swing by my room around ten baby bring the lemon and a bottle of gin well be in between the sheets till the late am baby if you wanted me then you should have just said shes singing dont fuck with my love that heart is so cold all over my home i dont wanna know that babe dont fuck with my love i told her she knows take aim and reload i dont wanna know that babe and for a couple weeks i only wanna see her we drink away the days with a takeaway pizza before a text message was the only way to reach her now shes staying at my place and loves the way i treat her singing out aretha all over the track like a feature and never wants to sleep i guess that i dont want to either but me and her we make money the same way four cities two planes the same day and those shows have never been what its about but maybe well go together and just figure it out id rather put on a film with you and sit on a couch but we should get on a plane or well be missing it now wish id have written it down the way that things played out when she was kissing him how i was confused about now she should figure it out while im sat here singing dont fuck with my love that heart is so cold all over my home i dont wanna know that babe dont fuck with my love i told her she knows take aim and reload i dont wanna know that babe on my hotel door i dont even know if she knows what for she was crying on my shoulder i already told ya trust and respect is what we do this for i never intended to be next but you didnt need to take him to bed thats all and i never saw him as a threat until you disappeared with him to have sex of course its not like we were both on tour we were staying on the same fucking hotel floor and i wasnt looking for a promise or commitment but it was never just fun and i thought you were different this is not the way you realised what you wanted its a bit too much too late if im honest and all this time god knows im singing dont fuck with my love that heart is so cold all over my home i dont wanna know that babe dont fuck with my love i told her she knows take aim and reload i dont wanna know that babe dont fuck with my love that heart is so cold all over my home i dont wanna know that babe dont fuck with my love i told her she knows take aim and reload i dont wanna know that babe
68,im a mess,oh im a mess right now inside out searching for a sweet surrender but this is not the end i cant work it out how going through the motions going through us and oh ive known it for the longest time and all of my hopes all of my words are all over written on the signs when youre on my road walking me home home home home home see the flames inside my eyes it burns so bright i wanna feel your love no easy baby maybe im a liar but for tonight i wanna fall in love put your faith in my stomach i messed up this time late last night drinking to suppress devotion with fingers intertwined i cant shake this feeling now were going through the motions hoping youd stop and oh ive only caused you pain you know that all of my words will always be low of all the love we spoke when youre on my road walking me home home home home home see the flames inside my eyes it burns so bright i wanna feel your love no easy baby maybe im a liar but for tonight i wanna fall in love put your faith in my stomach and for how long i love my lover for how long i love my lover now now for how long long i love my lover now now for how long long i love my lover now now for how long long i love my lover now now for how long long i love my lover for how long long i love my lover now now for how long long i love my lover now now for how long long i love my lover now now for how long long i love my lover now now for how long i love my lover now now for how long long i love my lover
69,bloodstream,ive been spinning now for time couple women by my side i got sinning on my mind sipping on red wine ive been sitting here for ages ripping out the pages howd i get so faded howd i get so faded oh no no dont leave me lonely now if you loved me howd you never learn ooh coloured crimson in my eyes one or two could free my mind this is how it ends i feel the chemicals burn in my bloodstream fading out again i feel the chemicals burn in my bloodstream so tell me when it kicks in tell me when it kicks in ive been looking for a lover thought id find her in a bottle god make me another one ill be feeling this tomorrow lord forgive me for the things ive done i was never meant to hurt no one i saw scars upon a broken hearted lover oh no no dont leave me lonely now if you loved me howd you never learn ooh coloured crimson in my eyes one or two could free my mind this is how it ends i feel the chemicals burn in my bloodstream fading out again i feel the chemicals burn in my bloodstream so tell me when it kicks in well tell me when it kicks in tell me when it kicks in all the voices in my mind calling out across the line all the voices in my mind calling out across the line all the voices in my mind calling out across the line all the voices in my mind calling out across the line all the voices in my mind calling out across the line all the voices in my mind calling out across the line all the voices in my mind calling out across the line all the voices in my mind calling out across the line all the voices in my mind calling out across the line all the voices in my mind calling out across the line all the voices in my mind calling out across the line all the voices in my mind calling out across the line all the voices in my mind calling out across the line all the voices in my mind calling out across the line so tell me when it kicks in and i saw scars upon her tell me when it kicks in brokenhearted tell me when it kicks in and i saw scars upon her tell me when it kicks in brokenhearted
70,one,tell me that youll turn down the man who asks for your hand cause youre waiting for me and i know youre gonna be away a while but ive got no plans at all to leave and would you take away my hopes and dreams and just stay with me all my senses come to life while im stumbling home as drunk as i have ever been and ill never leave again cause you are the only one and all my friends have gone to find another place to let their hearts collide just promise me youll always be a friend cause you are the only one take my hand and my heart and soul i will only have these eyes for you and you know everything changes but well be strangers if we see this through you could stay within these walls and bleed or just stay with me oh lord now all my senses come to life while im stumbling home as drunk as i have ever been and ill never leave again cause you are the only one and all my friends have gone to find another place to let their hearts collide just promise me youll always be a friend cause you are the only one stumbling half drunk getting myself lost i am so gone so tell me the way home i listen to sad songs singing about love and where it goes wrong all my senses come to life while im stumbling home as drunk as i have ever been and ill never leave again cause you are the only one and all my friends have gone to find another place to let their hearts collide just promise me youll always be a friend cause you are the only one
71,nina,i met you when i was a teen but then you were one as well and i could play a guitar just like ringing a bell sometimes i wonder in any other summer could you have been my part time lover to me listening to stevie wonder under the covers where we used to lay and re stacks is what the speakers played id be on tour almost every day when i was home up in my flat is where we used to stay just watching a dvd smoking illegal weed getting high as two kites when we needed to breathe we used each others air just for the people to see and stay up all night like when we needed to sleep we go anywhere our minds would take us and ill say you are beautiful without your make up and you don t even need to worry about your weight cause we can all be loved the way that god made us and times the only reason that we could break up cause you would always tell me im away too much distance is relative to the time that it takes to get on a plane or make a mistake so say it again oh nina you should go nina cause i aint never coming home nina oh wont you leave me now and ive been living on the road nina but then again you should know nina cause that s you and me both nina oh wont you leave me now now and every weekend in the winter youd be wearing my hoodie with drawstrings pulled tight to keep your face from the cold taking day trips to the local where wed eat on our own cause every day when i was away wed only speak on the phone watching blue planet creating new habits acting as if we were two rabbits and then youd vanish back to the burrow with all the celtics i disappear you call me selfish i understand but i can t help it i put my job over everything except my family and friends but youll be in between forever so i guess well have to take a step back overlook the situation cause mixing business and feelings will only lead to complications and im not saying we should be taking a break just re evaluate quick before we make a mistake and it s too late so we can either deal with the pain or wait to get on a plane but in a day well have to say it again oh nina you should go nina cause i aint never coming home nina oh wont you leave me now and ive been living on the road nina but then again you should know nina cause that s you and me both nina oh wont you leave me now now love will come and love will go but you cant make it on your own sing that song go oh wont you leave me now people grow and fall apart but you cant mend your broken heart take it back go oh wont you leave me now oh nina you should go nina cause i aint never coming home nina oh wont you leave me now and ive been living on the road nina but then again you should know nina cause that s you and me both nina oh wont you leave me now now oh nina you should go nina cause i aint never coming home nina oh wont you leave me now and ive been living on the road nina but then again you should know nina cause that s you and me both nina oh wont you leave me now now
72,sing,its late in the evening glass on the side ive been sat with you for most of the night ignorin everybody here we wish they would disappear so maybe we could get down now and i dont wanna know if youre gettin ahead of the program i want you to be mine lady to hold your body close take another step into the no mans land and for the longest time lady i need you darling come on set the tone if you feel youre fallin won t you let me know if you love me come on get involved feel it rushin through you from your head to toe sing louder sing this love is ablaze i saw flames from the side of the stage and the fire brigade comes in a couple of days until then we got nothin to say and nothin to know but somethin to drink and maybe somethin to smoke let it go until our roads are changed singin we found love in a local rave no i dont really know what im supposed to say but i can just figure it out then hope and pray i told her my name then said its nice to meet you then she handed me a bottle of water filled with tequila i already know if shes a keeper just from this one small act of kindness im in deep shit if anybody finds out i meant to drive home but i drunk all of it now not soberin up we just sit on the couch one thing led to another now shes kissin my mouth i need you darling come on set the tone if you feel youre fallin won t you let me know if you love me come on get involved feel it rushin through you from your head to toe sing louder sing can you feel it all the guys in here dont even wanna dance can you feel it all that i can hear is music from the back but can you feel it found you hidin here so wont you take my hand darlin before the beat kicks in again can you feel it can you feel it sing i need you darling come on set the tone if you feel youre fallin won t you let me know louder sing if you love me come on get involved feel it rushin through you from your head to toe louder sing
73,put it all on me,ooh i cant wait to get home i dont know why but im feelin low happened again and i want you to know having my woman there is good for my soul i try to be strong well i got demons so can i lean on you i need a strong heart and a soft touch and youre the one when i want love its you and only you who can be takin away the shit that i go through each and every day when im alone with you you make it better again yeah your arms are where i wanna remain catch my eye and she starts to say hey baby we can dance slowly my darlin ill be all you need you need i know it hasnt been your day or week or week or week so put it all on me oh my darlin put your worries on me cant judge you cause i feel the same thing and im here for whenever you need you need you need to put it all on me love on me o o on me love on me o o on me put your put your put your worries on me love on me o o on me to put it all on me ooh youre there for me when i need you to be cause i find it hard to say the words but some shit dont need an explanation baby i try to be strong but i got demons so can i lean on you i need a strong heart and a soft touch and youre the one when i want love its you and only you that can be takin away the shit that i go through each and every day baby i cant wait in love with all your ways your arms are where i wanna remain grab my waist when i start to say now hey baby we can dance slowly my darlin ill be all you need you need i know it hasnt been your day or week or week or week so put it all on me oh my darlin put your worries on me cant judge you cause i feel the same thing and im here for whenever you need you need you need to put it all on me love on me o o on me love on me o o on me put your put your put your worries on me love on me o o on me i try to be strong but i got demons so can i lean on you i need a
74,nothing on you,i feel it can you feel it tonight i feel the fire between you and i i mean it dont you turn off the light though i dont wanna leave you ever no she was like damn boy i never took you for a one night stand so dont make plans for nothing but me and a lil romance hey you and i whiskey on ice maybe later we can turn down all the lights so keep em on with nothing on ooh my my my i was rolling up something with you kickin back in a way that we do i got everything i need in this room smoke clouds and a scent of perfume and all my friends are in the club and they keep ringin my phone but they aint got nothing on you and you aint got nothing on you mami suelo acobardarme pero hoy tomo alcohol ah quiero comentarle que no sé qué pasó ah desde que salimo por la tarde lo do a besarno lo do hasta hacer el amor ahora tengo tu olor ven a la habitación lo que hacemo lo do no se puede igualar parecemo ficción cuando entramo en acción esta peli de amor no se puede acabar yeh pero lo que mata e que esta noche no vemo ya en mi casa y sé lo que te gusta y te atrapa que te diga que no te voy a soltar i was rolling up something with you kickin back in a way that we do i got everything i need in this room smoke clouds and a scent of perfume and all my friends are in the club and they keep ringin my phone but they aint got nothing on you and you aint got nothing on you look take the lead follow me whats it gonna be how you playin hard to get when you hollered me i take chanel to chanel for a shopping spree home girl only right she in a proper tee what i want and need you and a sofa i fly in a spaceship i gotta land the rover casa cruz casa blanca casanova im a fashionista she in fashion nova and a mad persona when i had her over the outfit it cost bread i got the matching loafers why cause thats suttin to do i got a million and two but theyre nothin on you nah i was rolling up something with you kickin back in a way that we do i got everything i need in this room smoke clouds and a scent of perfume and all my friends are in the club and they keep ringin my phone but they aint got nothing on you and you aint got nothing on you she was like damn boy i never took you for a one night stand she was like damn boy i never took you for a one night stand want to be your man boy i never took you for a one night stand she was like damn and you aint got nothing on you
75,feels,ba da boom ba da bing you done knocked me right off of my feet baby i got the feels yeah say that im out my mind but its somethin real somethin real ooh i got the feels yeah i waited most my life for somethin real baby i got the feels for ya baby i got the feels for ya jump into the crowd leave your hand in the sky babe no hand no nothin gotta trust your crowd gotta land in the cloud babe baby i got that feel i dont know why youre doin this to me i tried to tell em not to do it this loud i tried to tell em not to bust it out the wrap til we leave i was thinkin suicide for the rivals i done went and bought a car with the title told the promoters have her on the rider knockin boots backstage at the wireless she contagious like poison ivy baby i got the feels yeah say that im out my mind but its somethin real somethin real ooh i got the feels yeah i waited most my life for somethin real baby i got the feels for ya baby i got the feels for ya used to be playboy heartbreaker but for you ill travel a thousand acres when we met i told her i play for lakers one day well get married in las vegas im good for your health this cant be a sin this love give you protein and vitamin see you wigglin jigglin if i have a bite will it taste like cinnamon this is one in a million so i never ever treat you like billie jean aint nothin like anything i ever really seen and you give me this feel if you know what i mean baby i got the feels yeah feels yeah baby i got the feels yeah i waited most my life for somethin real baby i got the feels for ya
76,remember the name,yeah i was born a misfit grew up 10 miles from the town of ipswich wanted to make it big i wished it to existence i never was a sick kid always dismissed quick stick to singing stop rappin like its christmas and if youre talkin money then my conversations shiftin my dreams are bigger than just bein on the rich list might be insanity but people call it gifted my face is goin numb from the shit this stuff is mixed with watch how the lyrics in the songs might get twisted my wife wears red but looks better without the lipstick im a private guy and you know nothin bout my business and if i had my 15 minutes i must have missed em 20 years old is when i came in the game and now its eight years on and you remember the name and if you thought i was good well then im better today but its ironic how you people thought id never be great i like my shows open air tokyo to delaware put your phones in the air if you wanna be rocked you know i want way more than i already got give me a song with eminem and 50 cent in the club you know it aint my time to call it a day i wanna crack on and i wanna be paid but its bout time you remember the name ayy ayy you know it aint my time to call it a day i wanna crack on and i wanna be paid but its bout time you remember the name ayy ayy i can still remember tryna shop a deal from taco bell to trl i climbed the billboard charts to the top until as fate would have it became an addict funny cause i had pop appeal but they said time would tell if id prevail and all i did was put nine inch nails in my eyelids now im seein diamond sales like im in zales without a doubt by any means if rap was skinny jeans i couldnt do anything in em id be splitting seams of denim when im spitting schemes which really means no if ands or buts are squeezin in between you sleep on me cause youre only fuckin with me in your dreams not even when im on my deathbed man i feel like ed it isnt time to drop the mic yet so why would i quit the thought that i would stop when im dead just popped in my head i said it then forgot what i said it isnt my time to call it a day i got rap locked and im already paid but its bout time you remember the name ayy ayy you know it aint my time to call it a day i got rap locked and im already paid but its bout time you remember the name ayy ayy aint nobody cold as me i dress so fresh so clean you can find me in my whip rockin my fendi drip man you know just what i mean shinin wrist with the rocks on it buscemis with locks on it everything my voice on this shit knock dont it balenciaga saga im in bergdorf ballin its just another episode my hoes i spoil em she like the fly shit and i like to buy shit shit im gettin stupid money what else we gon do with money bitch we be ballin out the king bring you 50 bottles tonight we gon blow a check worry bout your shit tomorrow the turn up be so real we bout to be super lit boy im kickin straight facts thats just how we do this shit tomorrow we hangin over til we start feelin sober then its time to start it over here we go again you know it aint my time to call it a day i got rap locked and im already paid and its about time you remember the name ayy ayy you know it aint my time to call it a day i got rap locked and im already paid but its bout time you remember the name ayy ayy
77,cross me,anything she needs she can call me dont worry bout her thats my seed yup thats all me just know if you cross her then you cross me cross me cross me if you if you if you if you anything she needs she can call me dont worry about her thats my seed yup thats all me just know if you cross her then you cross me cross me cross me if you if and she aint messin with no other man and me and her have something different i really need all you to understand that nobodys comin close and i dont ever wanna run around i spent my youth jumpin in and out but you know i fuckin love her now like nobody ever could and you know i stay trippin am i crazy oh no im stickin with my baby for sure together or solo it doesnt matter where we are oh no no so if you hear about my lady just know that she aint the one to play with oh no and ill be standin so close so you know that ayy anything she needs she can call me dont worry about her thats my seed yup thats all me just know if you cross her then you cross me cross me cross me if you if you if you if you if you cross her then you cross me and nobodys comin close yeah and i think that you should know that if you cross her then you cross me so come on and let it go oh i think that you should know that she aint messin with no other man now what you not gon do is stand there cross from me like you got kung fu death stare cross arm runnin your mouth like a faucet but you dont know that my girl been doin crossfit pew kung pow hit your ass with a cross kick pulling hair out wear you out you exhausted know she gonna slide anytime you bitches talk shit keep a lil blade in her fuckin lip gloss kit ayy no one say hi to me without her better pay your respect to the queen better do that shit without a flirt gotta respect the hbic couple of things that you need to know if you still wanna be friends with me just know if you cross her then you cross me cross me cross me if you if you if you if you if you cross her then you cross me and nobodys comin close yeah and i think that you should know that if you cross her then you cross me so come on and let it go oh i think that you should know she stay trippin and she crazy oh no quit messin with my baby for sure together or solo it doesnt matter where we are oh no no so if you hear about my lady just know that she aint the one to play with oh no and ill be standin so close so you know that if you cross her then you cross me and nobodys comin close yeah and i think that you should know that if you cross her then you cross me so come on and let it go oh i think that you should know if you cross her then you cross me
78,i dont care,im at a party i dont wanna be at and i dont ever wear a suit and tie yeah wonderin if i could sneak out the back nobodys even lookin me in my eyes then you take my hand finish my drink say shall we dance you know i love ya did i ever tell ya you make it better like that dont think i fit in at this party everyones got so much to say i always feel like im nobody mmm who wants to fit in anyway cause i dont care when im with my baby yeah all the bad things disappear and youre making me feel like maybe i am somebody i can deal with the bad nights when im with my baby yeah ooh ooh ooh ooh ooh ooh cause i dont care as long as you just hold me near you can take me anywhere and youre making me feel like im loved by somebody i can deal with the bad nights when im with my baby yeah ooh ooh ooh ooh ooh ooh we at a party we dont wanna be at tryna talk but we cant hear ourselves read your lips id rather kiss em right back with all these people all around im crippled with anxiety but im told its where im sposed to be you know what its kinda crazy cause i really dont mind when you make it better like that dont think we fit in at this party everyones got so much to say oh yeah yeah when we walked in i said im sorry mmm but now i think that we should stay cause i dont care when im with my baby yeah all the bad things disappear yeah youre making me feel like maybe i am somebody i can deal with the bad nights when im with my baby yeah ooh ooh ooh ooh ooh ooh cause i dont care as long as you just hold me near you can take me anywhere and youre making me feel like im loved by somebody i can deal with the bad nights when im with my baby yeah ooh ooh ooh ooh ooh ooh i dont like nobody but you its like youre the only one here i dont like nobody but you baby i dont care cause i dont care when im with my baby yeah all the bad things disappear and youre making me feel like maybe i am somebody i can deal with the bad nights when im with my baby yeah ooh ooh ooh ooh ooh ooh cause i dont care as long as you just hold me near you can take me anywhere and youre making me feel like im loved by somebody i can deal with the bad nights when im with my baby yeah ooh ooh ooh ooh ooh ooh
79,antisocial,all you cool people you better leave now cause its about to happen friday night and im ridin solo when i touch down keep it on the low low i dont mess with your energy no photos so antisocial but i dont care dont give a damn im gonna smoke here got a bottle in my hand bring more though got my hat low dont talk to me ive been down give me some space you dont know whats in my brain music loud easin my pain dont touch me dont touch me dont touch me i came to vibe yeah on something on something on something i wanna riot dont touch me dont touch me dont touch me i came to vibe yeah wont let nothing come in between me and the night dont touch me dont touch me dont touch me i came to vibe yeah on something on something on something i wanna riot dont touch me dont touch me dont touch me i came to vibe yeah wont let nothing come in between me and the night yeah i need room i need room where you standin way too close you might catch fumes might catch fumes when i zoom when i zoom pass out wake up by myself right past noon right past noon then im doomed hennessys drownin all of my issues right before i leave she give me more than just a miss you that thing got more back just like my engine i can hit it seen a vision in the boy then we committed ive been lost out inner space you left me right in my place i put you down on my name yeah yeah yeah yeah dont touch me dont touch me dont touch me i came to vibe yeah on something on something on something i wanna riot dont touch me dont touch me dont touch me i came to vibe yeah wont let nothing come in between me and the night dont touch me dont touch me dont touch me i came to vibe yeah on something on something on something i wanna riot dont touch me dont touch me dont touch me i came to vibe yeah wont let nothing come in between me and the night dont touch me yeah
80,best part of me,my lungs are black my heart is pure my hands are scarred from nights before and my hair is thin and falling out of all the wrong places i am a little insecure my eyes are crossed but theyre still blue i bite my nails and tell the truth i go from thin to overweight day to day it fluctuates my skin is inked but faded too but she loves me she loves me why the hell does she love me when she could have anyone else oh you love me you love me why the hell do you love me cause i dont even love myself baby the best part of me is you and lately everythings making sense too oh i overthink and still forget i lose my phone and place my bets and i never catch the train on time always 30 minutes behind your worries aint seen nothin yet but you love me you love me why the hell you love me so when you could have anyone else yeah yeah he loves me he loves me and i bet he never lets me go and shows me how to love myself cause baby the best part of me is you oh lately everythings making sense too baby im so in love with you with you da dum da dum da dum da dum baby the best part of me is you lately everythings making sense too oh baby im so in love with you baby im so in love with you oh baby im so in love with you
81,take me back to london,jet plane headed up to the sky spread wings in the clouds getting high we aint hit a rave in a while so take me back to london i do deals but i never get twanged moves that aint ever been planned no goons that were never in gangs where im from chat shit get banged where im from chat shit let a 12 gauge rip yeah its sick how it fits in my hand i dont mix with the glitz and the glam all these stupid pricks on the gram i dont do online beef or neeky grime beef im way too gd up to beef with grime neek i bought an ap to help me time keep my shooter ride deep he moves when i speak my shooter ride he shoot a guy leave you wet like you scuba dived we were younger then and now were unified south london boys get you crucified im gone its that time big mike and teddy are on grime i wanna try new things they just want me to sing because nobody thinks i write rhymes and now im back in the bits with my guy give me a packet of crisps with my pint i hit my friends up go straight to the pub cause i havent been home in time yes i but thats my fault grossed half a billi on the divide tour yes i aint kidding what would i lie for but now im back on the track with big michael he said ive been away for a while traveled a million miles but im heading back to london town right now jet plane headed up to the sky spread wings in the clouds getting high we aint hit a rave in a while so take me back to london bass high middle nights ceilin low sweat brow drippin down when in rome no town does it quite like my home so take me back to london yo when i squeeze off this little pen of mine done the remix now i got ed on grime and thats stadiums man are aliens i drink supermalts and vibranium i got an rm11 titanium i want soul i want flows dont need tags ripping off my clothes dont need pricks blowin up my phone and ted said its just the way things go amazin flows grime or rap man i gave em both took this sound that was made in bow went global man now the case is closed i told stormz two years hell be wrapping it up and youll go through tears with the people you love but when you get to the top man its never enough jet plane headed up to the sky spread wings in the clouds getting high we aint hit a rave in a while so take me back to london bass high middle nights ceilin low sweat brow drippin down when in rome no town does it quite like my home so take me back to london so take me back to london
82,beautiful people,we are we are we are l a on a saturday night in the summer sundown and they all come out lamborghinis and their rented hummers the partys on so theyre headin downtown everybodys lookin for a come up and they wanna know what youre about me in the middle with the one i love and were just tryna figure everything out we dont fit in well cause we are just ourselves i could use some help gettin out of this conversation yeah you look stunning dear so dont ask that question here this is my only fear that we become beautiful people drop top designer clothes front row at fashion shows what dyou do and who dyou know inside the world of beautiful people champagne and rolled up notes prenups and broken homes surrounded but still alone lets leave the party thats not who we are we are not beautiful yeah thats not who we are we are not beautiful l a mmm drove for hours last night and we made it nowhere i see stars in your eyes when were halfway there im not fazed by all them lights and flashin cameras cause with my arms around you theres no need to care we dont fit in well we are just ourselves i could use some help gettin out of this conversation yeah you look stunning dear so dont ask that question here this is my only fear that we become beautiful people drop top designer clothes front row at fashion shows what dyou do and who dyou know inside the world of beautiful people champagne and rolled up notes prenups and broken homes surrounded but still alone lets leave the party thats not who we are not beautiful yeah thats not who we are not beautiful we are we are we are we are not beautiful
